"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN","KR","RU","AR","CNT"
"TID_POPUP_REMOVE_TROOP_TITLE","Remove troops?","Supprimer les troupes ?","Truppen entfernen?","Eliminar tropas","Rimuovere le truppe?","Troepen verwijderen?","Fjerne tropper?","Retirar tropas?","Birlikleri kaldır?","ユニットを破棄しますか？","要移除部队吗？","부대를 제거할까요?","Удалить войска?","إزالة القوات؟","是否移除部隊？"
"TID_POPUP_REMOVE_TROOP_TEXT","Do you really want to remove the troops? You will not be refunded.","Voulez-vous vraiment supprimer ces troupes ? Leur coût ne vous sera pas remboursé.","Möchtest du die Truppen wirklich entfernen? Du erhältst keine Erstattung.","¿Seguro que quieres eliminar estas tropas? No recuperarás su coste.","Vuoi davvero rimuovere le truppe? Non avrai diritto ad alcun rimborso.","Weet je zeker dat je de troepen wilt verwijderen? De kosten worden niet vergoed.","Vil du virkelig fjerne troppene? Utleggene dine vil ikke bli refundert.","Quer mesmo retirar as tropas? Você não será reembolsado.","Birlikleri gerçekten kaldırmak istiyor musun? Geri ödeme almayacaksın.","ユニットを本当に破棄しますか？使ったコストは戻ってきません。","您真的要移除部队吗？您不会得到任何退款。","부대를 제거하시겠습니까? 비용은 돌려받을 수 없습니다.","Вы точно хотите удалить войска? Средства не вернутся.","هل ترغب حقًا في إزالة القوات؟ لن تتم إعادة التكاليف إليك.","是否確定要移除部隊？將不會退還任何資源給您。"
"TID_POPUP_REMOVE_SPELL_TITLE","Remove spells?","Supprimer les sorts ?","Zauber entfernen?","¿Eliminar hechizos?","Rimuovere incantesimi?","Spreuken verwijderen?","Fjerne trylleformler?","Retirar feitiços?","Büyüleri kaldır?","呪文を破棄しますか？","要移除法术吗？","마법 제거 확인","Удалить заклинания?","إزالة العناصر السحرية؟","是否移除法術？"
"TID_POPUP_REMOVE_SPELL_TEXT","Do you really want to remove the spells? You will not be refunded.","Voulez-vous vraiment supprimer ces sorts ? Leur coût ne vous sera pas remboursé.","Möchtest du die Zauber wirklich entfernen? Du erhältst keine Erstattung.","¿Seguro que quieres eliminar los hechizos? No recuperarás su coste.","Vuoi davvero rimuovere gli incantesimi? Non avrai diritto ad alcun rimborso.","Weet je zeker dat je de spreuken wilt verwijderen? De kosten worden niet vergoed.","Vil du virkelig fjerne trylleformlene? Utleggene dine vil ikke bli refundert.","Quer mesmo retirar os feitiços? Você não será reembolsado.","Büyüleri kaldırmak istediğinden emin misin? İade almayacaksın.","呪文を本当に破棄しますか？使ったコストは戻ってきません。","您真的要移除这些法术吗？您不会得到任何退款。","마법을 제거하시겠습니까? 비용은 돌려받을 수 없습니다.","Вы точно хотите удалить заклинания? Средства возвращены не будут.","هل ترغب حقًا في إزالة العناصر السحرية؟ لن تتم إعادة التكاليف إليك.","是否確定要移除這些法術？將不會退還任何花費給你。"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Remove troops and spells?","Supprimer les troupes et les sorts ?","Truppen und Zauber entfernen?","¿Eliminar tropas y hechizos?","Rimuovere truppe e incantesimi?","Troepen en spreuken verwijderen?","Fjerne tropper og trylleformler?","Retirar tropas e feitiços?","Tüm birlik ve büyüleri kaldır?","ユニットと呪文を破棄しますか？","要移除部队和法术吗？","병력 및 마법 제거 확인","Удалить войска и заклинания?","إزالة القوات والعناصر السحرية؟","移除部隊和法術？"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Do you really want to remove the troops and spells? You will not be refunded.","Voulez-vous vraiment supprimer ces troupes et ces sorts ? Leur coût ne vous sera pas remboursé.","Möchtest du die Truppen und Zauber wirklich entfernen? Du erhältst keine Erstattung.","¿Seguro que quieres eliminar las tropas y los hechizos? No recuperarás su coste.","Vuoi davvero rimuovere le truppe e gli incantesimi? Non avrai diritto ad alcun rimborso.","Weet je zeker dat je de troepen en spreuken wilt verwijderen? De kosten worden niet vergoed.","Vil du virkelig fjerne troppene og trylleformlene? Utleggene dine vil ikke bli refundert.","Quer mesmo retirar as tropas e os feitiços? Você não será reembolsado.","Tüm birlik ve büyüleri kaldırmak istediğinden emin misin? İade almayacaksın.","ユニットと呪文を本当に破棄しますか？使ったコストは戻ってきません。","您真的要移除这些部队和法术吗？您不会得到任何退款。","병력과 마법을 제거하시겠습니까? 비용은 돌려받을 수 없습니다.","Вы точно хотите удалить войска и заклинания? Средства возвращены не будут.","هل ترغب حقًا في إزالة القوات والعناصر السحرية؟ لن تتم إعادة التكاليف إليك.","是否確定要移除這些部隊和法術？將不會退還任何花費給你。"
"TID_REMOVE_TROOP_BUTTON","Remove","Supprimer","Entfernen","Eliminar","Rimuovi","Verwijderen","Fjern","Retirar","Kaldır","破棄する","移除","제거","Удалить","إزالة","移除"
"TID_REMOVE_TROOP_MESSAGE","Troops removed","Troupes supprimées","Truppen entfernt","Tropas eliminadas","Truppe rimosse","Troepen verwijderd","Tropper fjernet","Tropas retiradas","Birlikler kaldırıldı","ユニットを破棄しました。","部队已移除","부대 제거","Войска удалены","تمت إزالة القوات","已移除部隊"
"TID_REMOVE_SPELL_MESSAGE","Spells removed","Sorts supprimés","Zauber entfernt","Hechizos eliminados","Incantesimi rimossi","Spreuken verwijderd","Trylleformler fjernet","Feitiços retirados","Büyüler kaldırıldı","呪文を破棄しました。","法术已移除","마법 제거됨","Заклинания удалены","تمت إزالة العناصر السحرية","已移除法術"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Troops and spells removed","Troupes et sorts supprimés","Truppen und Zauber entfernt","Tropas y hechizos eliminados","Truppe e incantesimi rimossi","Troepen en spreuken verwijderd","Tropper og trylleformler fjernet","Tropas e feitiços retirados","Birlik ve büyüler kaldırıldı","ユニットと呪文を破棄しました。","部队和法术已移除","병력 및 마법 제거됨","Войска и заклинания удалены","تمت إزالة القوات والعناصر السحرية","已移除部隊和法術"
"TID_NEWS_BIRTHDAY_TITLE","Happy Birthday Chief!","Joyeux anniversaire, chef !","Alles Gute zum Geburtstag, Häuptling!","¡Feliz aniversario, jefe!","Buon compleanno, Comandante!","Van harte gefeliciteerd, Chief!","Gratulerer med dagen, høvding!","Feliz aniversário, chefe!","Mutlu Yıllar Şef!","チーフ、お誕生日おめでとう！","首领，生日快乐！","대장. 생일 축하합니다!","С Днем рождения, Вождь!","عيد ميلاد سعيد يا زعيم!","首领，生日快樂！"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans is two years old! You can now boost all your resource collectors for ONE WEEK for only ONE GEM each until August 7th!","Clash of Clans fête son deuxième anniversaire ! Vous pouvez accélérer tous vos extracteurs de ressources pour UNE GEMME chacun seulement, et ce pendant UNE SEMAINE jusqu'au 7 août !","Clash of Clans ist zwei Jahre alt! Du kannst nun allen Ressourcensammlern bis zum 7. August für nur jeweils EIN JUWEL EINE WOCHE lang einen Schub verpassen!","¡Clash of Clans cumple dos años! Ahora puedes acelerar todos los extractores de recursos durante UNA SEMANA por solo UNA GEMA cada uno hasta el 7 de agosto.","Clash of Clans compie due anni! Ora puoi migliorare tutti i raccoglitori di risorse per UNA SETTIMANA con UNA GEMMA ciascuno fino al 7 agosto!","Clash of Clans bestaat twee jaar! Geef nu elk grondstofgebouw EEN WEEK LANG een boost voor ÉÉN EDELSTEEN tot 7 augustus.","Clash of Clans fyller to år! Du kan nå øke mengden ressurser du får fra alle ressursinnsamlere, i ÉN UKE, frem til 7. august! Det koster bare EN JUVEL per innsamler.","O Clash of Clans completou 2 anos! Agora você pode acelerar todos os seus coletores de recursos durante UMA SEMANA por apenas UMA GEMA cada um até o dia 7 de agosto!","Clash of Clans iki yaşında! Artık 7 Ağustos'a kadar her biri için sadece BİR TAŞ harcayarak tüm kaynak toplayıcılarına BİR HAFTA boyunca takviye yapabilirsin!","クラッシュ・オブ・クランもおかげさまで2周年！8月7日まで、全ての資源設備を、施設1棟につき、たったのエメラルド1個で1週間生産アップできます！","部落冲突（Clash of Clans）已经两周岁了！8月7日前，您仅需花费一颗宝石就能为您的资源收集器加速，为期一周！","클래시 오브 클랜이 2주년을 맞이했습니다! 8월 7일까지 보석 단 1개로 모든 자원 생산 시설을 1주일 동안 가속할 수 있습니다!","Clash of Clans исполнилось два года! До 7-го августа можно ускорить все сборщики ресурсов НА ОДНУ НЕДЕЛЮ, заплатив всего по ОДНОМУ КРИСТАЛЛУ за каждый!","Clash of Clans عمرها سنتان! يمكنك الآن تسريع كل مستخرجي الموارد لمدة أسبوع واحد مقابل جوهرة واحدة لكل منها حتى 7 أغسطس!","《部落衝突》滿兩週年了！現在起直到8月7日，只需各花費一顆寶石，就可為你所有的資源收集器提供加速效果，效果可長達一週！"
"TID_AVAILABLE_TROOPS","Troops Available:","Troupes disponibles :","Verfügbare Truppen:","Tropas disponibles:","Truppe disponibili:","Beschikbare troepen:","Tilgjengelige tropper:","Tropas disponíveis:","Mevcut Birlikler:","使用可能ユニット数:","可用部队：","사용 가능한 부대:","Доступные войска:","القوات المتاحة:","可用的部隊："
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Contact Support","Contacter l'assistance","Support kontaktieren","Soporte técnico","Contatta l´Assistenza","Contact met ondersteuning opnemen","Kontakt brukerstøtte","Contate o suporte","Destek ile İletişime Geç","サポートに連絡する","联系支持团队","고객지원 팀에 문의","Связь с поддержкой","الاتصال بالدعم","聯絡支援團隊"
"TID_AD_SEEKER","Lava Hound","Molosse de lave","Lavahund","Sabueso de lava","Mastino lavico","Lavahond","Lavahund","Lava Hound","Lav Tazı","ラヴァハウンド","熔岩猎犬","라바 하운드","Адская гончая","كلب الحمم","熔岩獵犬"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","These fiery beasts can't resist chasing after Air Defenses, providing excellent protection for other troops. Once destroyed, they erupt into many smaller, weaker menaces.","Ces monstres en fusion adorent poursuivre les défenses anti-aériennes, protégeant par la même occasion les autres unités. Une fois détruits, ils entrent en éruption pour libérer une nuée de petits monstres plus faibles.","Diese feurigen Biester können es nicht lassen, der Luftabwehr nachzujagen, und bieten so hervorragenden Schutz für andere Truppen. Werden sie zerstört, zerfallen sie in kleinere, schwächere Exemplare.","Estas fogosas bestias no pueden evitar salir a la caza de los cohetes de defensa, por lo que proporcionan una excelente protección a otras tropas. Una vez destruidas, erupcionan y generan pequeñas amenazas más débiles.","Queste bestie fiammeggianti inseguono le difese aeree e offrono un'ottima protezione alle altre truppe. Una volta distrutte, esplodono e si lasciano alle spalle una minaccia più piccola e più debole.","Deze vurige wezens jagen graag op de luchtverdediging, waardoor ze andere troepen dekking bieden. Als ze worden vernietigd, vallen ze uiteen in kleinere, zwakkere wezentjes.","Disse ildfulle skapningene elsker å jakte på luftforsvar og beskytter andre tropper godt. Når de blir ødelagt, eksploderer de og blir til mindre og svakere tropper.","Estas feras flamejantes não resistem à vontade de atacar defesas antiaéreas, fornecendo uma proteção excelente para outras tropas. Depois de destruídas, elas explodem e criam ameaças menores e mais fracas.","Bu atılgan canavarlar Hava Savunmalarının peşine düşmeye bayıldıklarından diğer birliklere mükemmel koruma sağlar. İmha edildiklerinde daha küçük ve zayıf tehlikeler olarak püskürürler.","本能的に対空砲を追い回す炎のような獣で、他のユニットの盾となる頼もしい存在です。倒されると、より小型で弱いユニットを放出します。","这些暴躁的猛兽会不由自主的寻找防空火箭，为其他部队提供绝佳的保护。被摧毁后，他们会爆发成多个体型和威胁都更小的生物。","이 화염 괴물은 적의 대공포 시설을 공격하며 다른 부대를 훌륭하게 보호합니다. 파괴되면 수많은 작고 약한 괴물로 분리됩니다.","У этих огненных существ в крови неприязнь к средствам Воздушной обороны. Если их убивают, они взрываются, порождая новых существ меньшего размера.","لا تستطيع هذه الوحوش النارية مقاومة مطاردة الدفاعات الجوية، وتوفير حماية ممتازة للقوات الأخرى. بمجرد تدميرها، تتحول إلى تهديدات أصغر وأضعف.","這些兇猛的野獸會被防空火箭吸引，能夠有效掩護其他的部隊。被殺死後會爆炸分裂成體積跟威力都更小的迷你熔岩犬。"
